toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
1335.01,89759617,,20h06m15.52s,301.5646850,+35d35m18.23s,35.5883960,1.4520000,-2.1850000,2458685.6027500,3.3304100,3.9760000,3630.0000000,28.8257000,18888.9000000,3266.0000000,10.4806000,624.6390000,7965.0000000,3.9800000,2.3500000,2019-10-17 00:30:12,2020-05-20 16:00:02
1336.01,92783821,,20h12m04.16s,303.0173180,+35d31m28.66s,35.5246280,-11.9690000,-8.3810000,2458685.1863100,3.8628300,1.2320000,1700.0000000,11.0314000,299.5460000,1159.0000000,10.2115000,524.2900000,7396.0000000,3.8900000,2.4500000,2019-10-17 00:30:12,2020-05-20 16:00:02
1337.01,160708862,KP,15h09m04.88s,227.2703290,-42d42m17.88s,-42.7049660,-10.0110000,-5.6530000,2458602.8364300,3.3428700,3.4040000,14310.0000000,21.2723000,4769.6400000,2315.0000000,9.8787000,427.6780000,9364.0000000,4.3200000,1.7600000,2019-10-29 00:00:00,2020-05-20 16:00:02
1338.01,260128333,CP,06h08m31.94s,92.1330960,-59d32m27.55s,-59.5409850,-12.2580000,34.4050000,2458436.2093510,71.4168700,14.8448050,2512.3115230,18.0038410,65.0144270,724.2227780,11.4881000,399.0170000,5723.2001950,3.6000000,3.0925400,2019-10-29 00:00:00,2020-04-17 12:00:27
1339.01,269701147,,20h08m06.15s,302.0256250,+66d51m01.08s,66.8503010,150.2560000,-63.9090000,2458715.3555360,8.8804060,3.0404040,1196.4317570,3.2001730,99.0721870,804.6512440,8.2929000,53.6089000,5555.7000000,4.4900000,0.9204350,2019-10-30 15:08:00,2020-05-05 16:00:02
1339.02,269701147,,20h08m06.15s,302.0256250,+66d51m01.08s,66.8503010,150.2560000,-63.9090000,2458726.0541990,28.5793570,4.4443830,1091.9960940,3.0679780,20.8509390,545.0058590,8.2929000,53.6089000,5555.7001950,4.4900000,0.9204350,2019-10-30 15:08:00,2020-04-24 12:00:25
1339.03,269701147,,20h08m06.15s,302.0256250,+66d51m01.08s,66.8503010,150.2560000,-63.9090000,2458718.9228520,,10.6079200,357.0417480,1.7429240,25.4046190,572.5954590,8.2929000,53.6089000,5555.7001950,4.4900000,0.9204350,2019-11-15 23:57:09,2020-04-24 12:00:25
134.01,234994474,,23h20m06.86s,350.0285920,-60d03m56.62s,-60.0657290,-319.9610000,-127.7810000,2458326.0332030,1.4014610,1.2649370,565.5032960,1.5838880,151.5817110,894.9143070,9.2297800,25.1496000,3794.0000000,4.6781200,0.5980000,2018-09-05 18:34:18,2019-12-17 10:00:02
1340.01,233681149,FP,17h21m27.55s,260.3648100,+65d00m44.21s,65.0122810,-16.3600000,94.6270000,2458683.6896290,8.5874670,5.1458900,1904.8131480,5.3744720,152.0429500,895.5943010,10.8037000,208.6870000,5929.0000000,4.4827500,0.9875830,2019-10-30 21:47:36,2020-05-05 16:00:02
1341.01,233390838,FP,20h06m14.22s,301.5592620,+59d29m26.78s,59.4907710,-3.2280000,-21.6120000,2458685.8125000,6.4475800,2.5810000,11196.9169920,19.6201990,557.8809810,1353.0000000,9.5359100,236.5680000,6477.6000980,4.1300000,1.7300000,2019-10-30 21:47:36,2020-03-04 12:58:47
1342.01,256621916,FP,20h01m57.21s,300.4883920,+60d14m46.92s,60.2463670,8.4000000,-16.6000000,2458684.4755860,1.4135400,1.2130000,15231.5000000,,5133.2597660,2358.0000000,10.4243000,,5869.0000000,,,2019-10-30 21:47:36,2019-12-17 10:00:02
1343.01,358631536,,21h10m18.11s,317.5754590,+48d27m51.42s,48.4642820,3.6660000,-1.2210000,2458714.7874400,3.4030400,5.0300000,490.0000000,4.0628200,67721.9000000,4494.0000000,10.0062000,400.0340000,9622.0000000,4.3900000,1.6500000,2019-10-30 21:47:36,2020-05-20 16:00:02
1344.01,1400770435,FP,17h39m50.77s,264.9615390,+56d04m44.31s,56.0789740,-4.9790000,13.3710000,2458686.3377690,13.7430600,2.3660000,10939.9531250,13.1494000,95.8272020,871.0000000,8.8879700,121.1820000,5941.5000000,4.2300000,1.3700000,2019-10-30 21:47:36,2020-03-04 12:58:47
1345.01,160487753,,15h52m07.63s,238.0318120,+74d24m24.27s,74.4067420,0.7190000,11.1400000,2458715.4594800,8.4713400,6.9890000,540.0000000,16.9325000,3465.3500000,2137.0000000,10.8049000,788.9300000,5146.0000000,,4.8800000,2019-10-30 21:47:36,2020-05-20 16:00:02
1346.01,219852882,,17h06m29.44s,256.6226750,+68d50m35.89s,68.8433030,-20.1200000,89.8860000,2458687.7280000,5.5026100,2.8710000,680.0000000,2.0956900,130.1940000,941.0000000,10.7261000,115.4500000,4965.0000000,4.5600000,0.7800000,2019-10-30 21:47:36,2020-05-20 16:00:02
1346.02,219852882,,17h06m29.44s,256.6226750,+68d50m35.89s,68.8433030,-20.1200000,89.8860000,2458684.5375560,1.7622330,0.7185840,645.1950820,1.9794450,468.5490660,1186.6114070,10.7261000,115.4500000,4991.6000000,4.5600000,0.7841090,2020-02-21 21:35:16,2020-02-22 12:00:18
1347.01,229747848,,18h41m18.4s,280.3266810,+70d17m24.19s,70.2900540,-6.3350000,26.2210000,2458684.4025880,0.8475000,0.8140000,448.1215210,2.1061800,1876.4713130,1678.6309810,10.7157000,147.4760000,5300.0000000,4.5600000,0.8900000,2019-10-30 21:47:36,2019-12-17 10:00:02
1348.01,229770036,FP,18h48m41.61s,282.1733610,+70d50m24.69s,70.8401910,-63.0530000,114.6010000,2458684.5017090,2.1405600,2.0290000,355.8315730,1.8382800,316.1560060,1174.0000000,10.6666000,101.7130000,4567.0000000,4.3900000,0.8400000,2019-10-30 21:47:36,2020-03-04 12:58:47
1349.01,272635712,FP,15h24m38.91s,231.1621290,+67d27m53.1s,67.4647510,23.9180000,-46.8590000,2458693.5740970,12.7167200,2.5290000,388.1260070,2.7546000,34.1386990,673.0000000,9.3482200,130.2420000,5711.1000980,4.2400000,1.2700000,2019-10-30 21:47:36,2020-03-04 12:58:47
135.01,267263253,CP,00h29m18.94s,7.3289160,-76d18m14.52s,-76.3040320,-2.9700000,6.9610000,2458325.7838130,4.1269040,4.4926860,10068.5546880,15.9477670,1454.0303960,1574.9367680,9.2205000,196.8520000,6888.0000000,4.2341600,1.5479000,2018-09-05 18:34:18,2019-12-17 10:00:02
1350.01,233953967,,20h21m34.84s,305.3951610,+56d27m45.56s,56.4626560,5.7750000,6.9670000,2458687.8352000,5.5401900,7.1580000,2560.0000000,17.1728000,1996.7000000,1862.0000000,10.3589000,598.6350000,6415.0000000,3.4900000,3.3900000,2019-10-30 21:47:36,2020-05-20 16:00:02
1351.01,1718201850,FP,19h06m59.17s,286.7465490,+71d42m43.9s,71.7121950,-42.8690000,2.8030000,2458686.0026860,5.9293600,3.1750000,12429.7001950,,,,10.3267000,125.3080000,,,,2019-10-30 21:47:36,2020-03-04 12:58:47
1352.01,336740528,FP,22h18m57.25s,334.7385590,+61d08m56.36s,61.1489880,14.0200000,12.8430000,2458740.6260990,5.2962500,3.0700000,4741.2597660,14.6325000,360.4970090,1213.0000000,10.4209000,315.0431000,5958.7001950,,1.9300000,2019-10-30 21:47:36,2020-03-04 12:58:47
1353.01,279177746,,20h55m32.44s,313.8851560,+46d30m07.51s,46.5020850,-0.5110000,3.1700000,2458742.0826700,4.4312600,1.7240000,1790.0000000,8.7510800,2468.1900000,1963.0000000,10.1503000,464.2090000,9706.0000000,4.2900000,1.8700000,2019-10-30 21:47:36,2020-05-20 16:00:02
1354.01,365683032,,20h48m43.19s,312.1799570,+51d54m38.51s,51.9106960,6.9090000,3.4800000,2458716.3009100,1.4290400,3.2910000,1210.0000000,6.9634400,164126.0000000,5607.0000000,8.7882200,245.7760000,9224.0000000,4.3700000,1.6500000,2019-10-30 21:47:36,2020-05-20 16:00:02
1355.01,372264750,,22h05m13.83s,331.3076430,+66d46m31.07s,66.7752960,15.5930000,7.4090000,2458740.2368200,2.1702600,2.2210000,6100.0000000,15.6224000,10584.8000000,2825.0000000,8.6526900,248.1480000,9218.0000000,4.2700000,1.8500000,2019-10-30 21:47:36,2020-05-20 16:00:02
1356.01,277566483,,20h44m46.7s,311.1945800,+54d30m07.78s,54.5021610,-3.4970000,-5.4280000,2458721.3580200,12.1444700,16.9980000,5600.0000000,,7003.9400000,2548.0000000,8.9468000,4772.5900000,8381.3000000,,,2019-10-30 21:47:36,2020-05-20 16:00:02
1357.01,357972447,,21h07m49.39s,316.9558060,+50d30m03.18s,50.5008830,-16.3890000,-11.6040000,2458715.1696400,0.3375900,1.3200000,380.0000000,2.6223100,35657.2000000,3828.0000000,10.2193000,254.4010000,7387.0000000,4.3900000,1.3700000,2019-10-30 21:47:36,2020-05-20 16:00:02
1358.01,275501623,,21h20m27.87s,320.1161150,+61d07m12.9s,61.1202500,5.3070000,3.7760000,2458739.6030000,1.6731700,2.5500000,450.0000000,5.2568900,22395.7000000,3408.0000000,8.6370100,356.6810000,10445.0000000,4.0900000,2.4500000,2019-10-30 21:47:36,2020-05-20 16:00:02
1359.01,416624606,FP,20h40m09.13s,310.0380530,+50d19m25.47s,50.3237420,3.5470000,-39.3840000,2458717.6012900,2.5158400,2.6440000,1750.0000000,12.5851000,6089.9300000,2461.0000000,10.2732000,335.2030000,5915.0000000,3.8200000,2.1100000,2019-10-30 21:47:36,2020-05-20 16:00:02
136.01,410153553,CP,22h41m59.09s,340.4962040,-69d10m19.59s,-69.1721080,334.3570000,-726.9740000,2458325.7260740,0.4629100,0.5207940,4681.6440430,1.2676970,64.6218110,723.1269530,11.9238000,14.8846000,3043.0000000,5.0970700,0.1790000,2018-09-05 18:34:18,2019-12-17 10:00:02
1360.01,330468175,,21h00m39.89s,315.1661990,+47d47m09.57s,47.7859910,2.2700000,0.1040000,2458739.2800000,0.7090200,2.4900000,570.0000000,5.1886500,65312.0000000,4453.0000000,10.0146000,533.6150000,8999.0000000,4.0500000,2.3600000,2019-10-30 21:47:36,2020-05-20 16:00:02
1361.01,277447970,,21h23m19.08s,320.8295170,+52d48m52.92s,52.8147000,1.4330000,-8.2560000,2458715.8315400,2.2378800,3.3310000,4960.0000000,11.9527000,4103.5000000,2229.0000000,10.2202000,339.9940000,7050.0000000,4.1900000,1.6600000,2019-10-30 21:47:36,2020-05-20 16:00:02
1362.01,395142888,,22h21m12.2s,335.3008450,+59d33m38.93s,59.5608140,-1.2290000,-1.7650000,2458739.5135400,1.9167800,1.3190000,520.0000000,18.6666000,1719.8300000,1794.0000000,9.7736000,975.5330000,8129.0000000,,7.3900000,2019-10-30 21:47:36,2020-05-20 16:00:02
1363.01,230017325,,19h25m52.59s,291.4691210,+61d46m33.84s,61.7760680,-6.8490000,-8.8710000,2458691.3033200,9.6926000,2.4920000,1060.0000000,11.8859000,77.2081000,825.0000000,10.3843000,615.1200000,6012.0000000,3.3900000,3.5100000,2019-10-30 21:47:36,2020-05-20 16:00:02
1364.01,26880783,,19h33m46.46s,293.4435700,+53d27m52.3s,53.4645270,-3.0990000,-7.2540000,2458740.4666000,1.7758700,2.0690000,690.0000000,8.7107500,8758.4100000,2695.0000000,9.2118000,595.2880000,9598.0000000,3.8100000,3.2300000,2019-10-30 21:47:36,2020-05-20 16:00:02
1365.01,367099243,FP,21h10m55s,317.7291860,+72d36m55.28s,72.6153560,-25.6910000,-13.8940000,2458739.4984130,1.8286000,3.4640000,25861.0996090,22.8859000,13385.2998050,2996.0000000,10.4849000,244.3180000,6046.2998050,4.4300000,1.2900000,2019-10-30 21:47:36,2020-03-04 12:58:47
1366.01,120602501,FP,22h30m44.84s,337.6868130,+40d00m13.55s,40.0037630,64.4860000,-47.1570000,2458745.7884520,7.4306200,3.2850000,8069.0419920,27.0219000,616.1970210,1388.0000000,8.4821600,118.5900000,5705.0000000,3.9700000,1.7300000,2019-10-30 21:47:36,2020-03-04 12:58:47
1367.01,129539786,FP,22h55m48.87s,343.9536140,+39d38m42.42s,39.6451170,-55.5430000,-28.1770000,2458739.3730470,2.0883900,2.1400000,698.4010010,5.0203000,2014.9200440,1866.0000000,9.2410200,195.8580000,6255.7998050,4.1100000,1.7300000,2019-10-30 21:47:36,2020-03-04 12:58:47
1368.01,136971594,,21h11m51.87s,317.9661140,+43d35m34.26s,43.5928490,-96.2630000,-2.5500000,2458711.8136900,1.2556200,2.3040000,290.0000000,2.9506400,2790.4000000,2024.0000000,9.1384000,158.1810000,5717.0000000,3.9700000,1.7200000,2019-10-30 21:47:36,2020-05-20 16:00:02
1369.01,155005217,,23h00m58.52s,345.2438250,+42d32m57.54s,42.5493180,-1.7040000,0.0070000,2458741.6863200,7.6047500,5.6780000,4260.0000000,12.3018000,2512.1500000,1972.0000000,10.4216000,516.2990000,9139.0000000,4.2900000,1.8000000,2019-10-30 21:47:36,2020-05-20 16:00:02
137.01,176957796,FP,06h45m11.4s,101.2974910,-66d14m17.97s,-66.2383260,18.5280000,-67.5310000,2458327.3690190,4.8190180,3.0353720,1803.2497560,4.4586670,99.1694870,804.8487550,10.7020000,88.8838000,4651.0000000,4.5693700,0.8582400,2018-09-05 18:34:18,2019-12-17 10:00:02
1370.01,155114483,,23h02m59.63s,345.7484580,+44d33m53.45s,44.5648480,12.3250000,-9.1000000,2458740.1021100,5.2649100,2.5430000,3440.0000000,11.2473000,2650.1400000,1998.0000000,9.2506800,275.4930000,8728.0000000,4.3200000,1.7000000,2019-10-30 21:47:36,2020-05-20 16:00:02
1371.01,162130054,FP,22h04m28.25s,331.1177050,+31d01m07.56s,31.0187670,4.5300000,-1.5160000,2458716.3725590,5.0103600,2.8420000,14280.2998050,23.8353000,1116.8100590,1610.0000000,9.9480000,302.2950000,6527.0000000,4.1100000,1.8100000,2019-10-30 21:47:36,2020-03-04 12:58:47
1372.01,164150539,,22h23m00.86s,335.7535690,+30d34m21.81s,30.5727260,7.9890000,3.7490000,2458741.7322400,6.1602700,0.3590000,2130.0000000,11.4901000,2.4525400,348.0000000,10.3126000,244.0430000,5772.0000000,4.0700000,1.5500000,2019-10-30 21:47:36,2020-05-20 16:00:02
1373.01,176899385,KP,23h39m05.78s,354.7740920,+42d27m57.55s,42.4659870,-20.0750000,3.1230000,2458740.1887100,3.8528800,3.2630000,8780.0000000,14.9692000,1107.8900000,1607.0000000,9.9957710,275.3580000,6893.4000000,4.2200000,1.5700000,2019-10-30 21:47:36,2020-05-20 16:00:02
1374.01,190430205,,21h39m41.4s,324.9225170,+46d13m12.77s,46.2202150,-2.1520000,-1.7650000,2458712.0686600,1.0688400,2.5120000,470.0000000,10.3628000,32361.2000000,3736.0000000,9.8261000,1013.5600000,9222.0000000,3.4200000,4.9400000,2019-10-30 21:47:37,2020-05-20 16:00:02
1375.01,190442486,,21h39m44.53s,324.9355620,+41d57m02.86s,41.9507940,16.0480000,1.9490000,2458715.2530600,5.4572700,3.2030000,1180.0000000,5.2216900,866.6580000,1511.0000000,10.4568000,365.1680000,7465.0000000,4.3100000,1.5100000,2019-10-30 21:47:37,2020-05-20 16:00:02
1376.01,190743990,,21h43m08.91s,325.7871120,+45d38m48.5s,45.6468060,-7.5870000,-20.9570000,2458712.3332900,1.7386600,1.2730000,1020.0000000,4.8954900,934.8460000,1540.0000000,10.2566000,240.0120000,6026.0000000,4.1600000,1.4500000,2019-10-30 21:47:37,2020-05-20 16:00:02
1377.01,240613164,FP,21h45m13.25s,326.3052170,+45d48m45.17s,45.8125470,-4.0450000,-4.7840000,2458712.0532230,1.9914300,4.1360000,16745.8007810,,108701.0000000,5058.0000000,10.1441000,4984.8800000,9458.2001950,,,2019-10-30 21:47:37,2019-12-17 10:00:02
1378.01,249812036,,22h39m08.53s,339.7855410,+49d25m35.62s,49.4265620,5.2350000,-3.8780000,2458741.1475500,5.7780400,2.3780000,5170.0000000,29.0823000,2065.0400000,1878.0000000,9.6240000,547.3990000,8224.0000000,3.8100000,2.9200000,2019-10-30 21:47:37,2020-05-20 16:00:02
1379.01,252490659,FP,22h57m26.35s,344.3597800,+53d08m27.01s,53.1408350,-1.3700000,-12.5770000,2458739.4141850,,4.1190000,18121.1992190,30.6957000,449.9469910,1283.0000000,10.3842000,366.2420000,5984.0000000,3.9800000,2.0700000,2019-10-30 21:47:37,2020-03-04 12:58:47
138.01,277683130,FP,21h55m42.24s,328.9260180,-61d40m23.73s,-61.6732570,-23.8000000,2.8000000,2458328.0585940,6.1980410,2.1767820,3722.0058590,8.2949240,267.7990720,1031.7441410,9.5739000,128.4880000,5722.0000000,4.3558200,1.1111900,2018-09-05 18:34:18,2019-12-17 10:00:02
1380.01,274170255,,21h05m47.12s,316.4463440,+46d50m42.54s,46.8451510,19.6890000,2.7740000,2458712.0495100,1.4107200,2.6230000,500.0000000,8.4993000,2001.0900000,1863.0000000,9.3284500,305.6740000,5197.0000000,,3.8400000,2019-10-30 21:47:37,2020-05-20 16:00:02
1381.01,275722992,,21h15m08.39s,318.7849610,+44d53m58.84s,44.8996790,-4.8620000,-8.0240000,2458715.3181600,6.5603400,3.0320000,1570.0000000,10.6631000,1676.0200000,1782.0000000,10.3790000,737.1080000,9976.0000000,4.0100000,2.6200000,2019-10-30 21:47:37,2020-05-20 16:00:02
1382.01,276360911,FP,21h56m12.83s,329.0534500,+55d44m27.52s,55.7409770,12.3620000,3.3630000,2458738.8962300,0.4448200,1.0580000,1610.0000000,10.8884000,14152.2000000,3038.0000000,9.6242600,285.6660000,7184.0000000,4.1000000,1.8800000,2019-10-30 21:47:37,2020-05-20 16:00:02
1383.01,313506357,FP,23h11m01.81s,347.7575470,+45d56m01.28s,45.9336900,45.9990000,0.1280000,2458739.6262210,1.5370900,2.3500000,1773.6700440,6.7066100,2167.5600590,1900.0000000,9.5621000,178.0030000,6023.1000980,4.2400000,1.4500000,2019-10-30 21:47:37,2019-12-17 10:00:02
1384.01,328167090,FP,22h06m39.23s,331.6634640,+55d41m10.52s,55.6862550,-2.0970000,-9.3950000,2458739.0153810,0.7125500,1.8090000,461.1640010,4.9588500,4431.5000000,2273.0000000,10.0009000,235.2180000,5128.8999020,3.8800000,2.1000000,2019-10-30 21:47:37,2019-12-17 10:00:02
1385.01,329864959,FP,22h12m58.81s,333.2450430,+53d59m04.27s,53.9845200,4.7000000,-5.3000000,2458739.9674070,4.5231800,5.0990000,25109.0996090,,,,8.4370000,324.3460000,,,,2019-10-30 21:47:37,2020-03-04 12:58:47
1386.01,343019899,,22h18m00.98s,334.5041030,+54d19m08.56s,54.3190450,55.0520000,10.6380000,2458752.3113200,,5.6940000,3750.0000000,6.5510000,,,10.0618000,146.8580000,5769.0000000,4.4300000,1.0300000,2019-10-30 21:47:37,2020-05-20 16:00:02
1387.01,343442463,FP,22h46m04.49s,341.5187180,+55d09m46.57s,55.1629350,14.0580000,-1.9940000,2458739.5222170,0.7838100,1.4430000,426.0989990,3.8959500,9401.3603520,2743.0000000,8.9586100,239.6880000,7842.0000000,4.2200000,1.7200000,2019-10-30 21:47:37,2020-03-04 12:58:47
1388.01,346338552,KP,22h57m46.89s,344.4453630,+38d40m29.71s,38.6749190,32.3840000,-41.7510000,2458739.9426800,4.4649100,2.7030000,15560.0000000,15.2857000,437.1710000,1273.0000000,9.7603100,158.9790000,6051.2000000,4.3500000,1.1800000,2019-10-30 21:47:37,2020-05-20 16:00:02
1389.01,353038705,,22h12m31.67s,333.1319440,+31d21m52.8s,31.3646670,1.0000000,-2.6000000,2458711.7621600,3.0631700,1.8310000,740.0000000,,168.9000000,1004.0000000,9.9575010,,5086.8000000,,,2019-10-30 21:47:37,2020-05-20 16:00:02
139.01,62483237,,22h25m36.58s,336.4024140,-34d54m34.97s,-34.9097130,26.4300000,-30.2550000,2458334.8963620,11.0584210,2.1365190,1367.1228030,2.6878660,24.0436590,564.7677610,9.3636000,42.4061000,4356.0000000,4.5349100,0.7384190,2018-09-05 18:34:18,2019-12-17 10:00:02
1390.01,365389353,,21h35m27.51s,323.8646200,+51d19m24.88s,51.3235770,7.9110000,4.4100000,2458716.3535400,2.6372500,2.8700000,1270.0000000,8.7408100,2643.6800000,1997.0000000,10.3093000,523.3730000,7495.0000000,3.8800000,2.5000000,2019-10-30 21:47:37,2020-05-20 16:00:02
1391.01,389182138,,22h54m32.41s,343.6350610,+54d09m42.53s,54.1618140,-94.0700000,9.9500000,2458740.1070500,2.7268700,2.4670000,980.0000000,2.5465300,543.5020000,1345.0000000,10.4602000,115.7460000,5256.0000000,4.5900000,0.7900000,2019-10-30 21:47:37,2020-05-20 16:00:02
1392.01,416987878,,21h31m34.11s,322.8921410,+50d19m14.57s,50.3207130,1.7910000,-2.7810000,2458712.7665000,2.8687600,2.4220000,1030.0000000,8.4835100,2571.6900000,1983.0000000,10.3990000,594.1930000,8342.0000000,3.9000000,2.6500000,2019-10-30 21:47:37,2020-05-20 16:00:02
1393.01,430528566,,22h12m41.17s,333.1715220,+52d54m03.91s,52.9010850,,,2458738.7473700,0.5590900,0.9550000,990.0000000,,,,9.5170000,,,,,2019-10-30 21:47:37,2020-05-20 16:00:02
1394.01,431156009,,22h41m34.99s,340.3957840,+51d57m55.03s,51.9652850,47.6040000,15.8820000,2458741.2015800,2.9563500,3.9690000,610.0000000,6.4190400,21426.9000000,3370.0000000,9.4427500,195.0220000,6294.0000000,4.1300000,1.5800000,2019-10-30 21:47:37,2020-05-20 16:00:02
1395.01,468472950,,21h25m07.97s,321.2832210,+40d53m16.16s,40.8878210,-3.0820000,-6.9030000,2458712.3583100,0.9873600,1.4640000,370.0000000,3.4178400,2591.3200000,1987.0000000,10.1277000,279.9530000,6301.3000000,4.0700000,1.6900000,2019-10-30 21:47:37,2020-05-20 16:00:02
1396.01,468845640,FP,22h31m20.18s,337.8341000,+53d47m45.79s,53.7960520,84.0140000,18.6190000,2458741.7291260,3.9930700,4.7830000,3892.8100590,6.3512600,1282.5200200,1667.0000000,10.3217000,102.9310000,4731.1000980,4.3500000,0.9300000,2019-10-30 21:47:37,2019-12-17 10:00:02
1397.01,64553698,FP,22h33m48.71s,338.4529680,+57d33m48.74s,57.5635390,50.0460000,6.3380000,2458739.3845210,8.6791100,3.5160000,10134.9003910,13.0786000,413.1120000,1255.0000000,10.1799000,194.9930000,6057.0000000,4.4300000,1.1800000,2019-10-30 21:47:37,2020-03-04 12:58:47
1398.01,66445643,FP,22h45m32.71s,341.3862980,+48d09m41.6s,48.1615560,-2.4320000,-6.6360000,2458742.5905760,6.5523600,2.7400000,920.6099850,,815.8319700,1521.0000000,8.6291000,648.3980000,8918.0000000,3.5100000,,2019-10-30 21:47:37,2020-03-04 12:58:47
1399.01,66783360,,22h47m53.02s,341.9709030,+49d55m05.06s,49.9180720,18.0390000,0.4670000,2458738.9840600,1.3815500,2.2630000,1210.0000000,5.0204400,5517.2800000,2401.0000000,10.2107000,252.3960000,6483.0000000,4.2800000,1.3800000,2019-10-30 21:47:37,2020-05-20 16:00:02
140.01,140068425,,22h01m12.43s,330.3017770,-49d03m36.28s,-49.0600770,32.4890000,-15.4380000,2458327.3992920,2.2813900,0.8597110,1077.3907470,5.0697350,1742.5784910,1647.8505860,9.7828000,337.1050000,6174.0000000,4.2740400,1.3117800,2018-09-05 18:34:18,2019-12-17 10:00:02
1400.01,258801269,FP,19h08m06.02s,287.0250890,+66d17m26.51s,66.2906970,4.7230000,-12.4590000,2458689.0256800,5.4892300,3.2900000,910.0000000,11.8401000,2592.6200000,1987.0000000,10.9380000,370.7910000,6004.0000000,4.0600000,1.6200000,2019-10-30 21:47:37,2020-05-20 16:00:02
1401.01,259126549,FP,19h25m38.84s,291.4118510,+69d06m46.73s,69.1129800,0.9000000,-6.4000000,2458684.1933500,7.3844800,4.5380000,20998.8000000,,433.5440000,1271.0000000,10.9828000,383.1660000,6149.2000000,,,2019-10-30 21:47:37,2020-05-08 10:00:05
1402.01,259129875,,19h27m31.26s,291.8802470,+68d00m52.9s,68.0146950,2.8590000,7.6180000,2458684.0971500,0.4388900,0.9470000,650.0000000,6.6945600,14357.3000000,3049.0000000,10.5896000,576.7450000,7111.0000000,3.9100000,2.3200000,2019-10-30 21:47:37,2020-05-20 16:00:02
1403.01,328750515,,22h09m08.9s,332.2871030,+57d56m20.3s,57.9389720,4.3330000,6.3810000,2458740.9052300,2.3353500,3.8570000,3440.0000000,25.3417000,35671.1000000,3828.0000000,10.7387000,482.6030000,7577.0000000,4.0500000,2.0800000,2019-10-30 21:47:37,2020-05-20 16:00:02
1404.01,352239069,,19h28m47.06s,292.1960870,+58d36m53.15s,58.6147640,2.1890000,1.7200000,2458686.1057000,6.8678900,3.4250000,530.0000000,2.3552200,276.5610000,1136.0000000,10.9425000,247.0740000,6051.5000000,4.4800000,1.0300000,2019-10-30 21:47:37,2020-05-05 16:00:02
1405.01,387834907,FP,21h02m40.59s,315.6691090,+70d04m49.08s,70.0803000,3.4000000,-1.7000000,2458739.8801270,12.6400100,6.8930000,9458.3798830,,703.8339840,1434.0000000,8.4239000,,5195.1000980,,,2019-10-30 21:47:37,2020-03-04 12:58:47
1406.01,231736113,,05h28m30.71s,82.1279630,-48d24m32.64s,-48.4090670,0.8890000,-21.8850000,2458414.6056400,10.5756700,4.0920000,5180.0000000,9.2657500,181.1520000,1022.0000000,11.4266000,414.2300000,6519.0000000,4.3600000,1.2700000,2019-10-31 22:56:30,2020-05-20 16:00:02
1407.01,69747919,KP,22h26m18.27s,336.5761230,-18d00m41.99s,-18.0116650,73.6060000,-114.5050000,2458356.9754210,9.9785720,3.6000000,211.0000000,2.5430000,,,7.7275000,80.8994000,6073.5000000,4.1000000,1.5000000,2019-10-31 22:56:30,2020-05-15 16:00:02
1408.01,364186197,,20h54m02.65s,313.5110470,+72d34m50.33s,72.5806460,11.8080000,28.7590000,2458740.8624700,4.4245900,1.3890000,2350.0000000,8.7901100,560.6750000,1355.0000000,8.8237400,139.4840000,6594.0000000,4.2300000,1.4900000,2019-11-06 20:55:18,2020-05-20 16:00:02
1409.01,115771549,FP,22h39m15.82s,339.8159150,+33d53m22.05s,33.8894590,-9.2000000,-6.3000000,2458740.0466310,4.7182280,4.5973170,2797.3022460,6.0015550,329.5976560,1086.7153320,8.3764000,83.2324000,6112.0000000,,2.7400000,2019-11-06 20:55:18,2020-03-04 12:58:47
141.01,403224672,CP,22h35m56.09s,338.9837170,-59d51m53.38s,-59.8648290,-108.3880000,-84.4190000,2458325.5385740,1.0079080,1.5342320,220.3944850,1.9740880,2928.3288570,1876.1809080,7.3840000,48.0883000,5795.2900390,4.4380000,1.1894700,2018-09-05 18:34:18,2019-12-17 10:00:02
1410.01,199444169,,22h19m31.88s,334.8828490,+42d33m37.13s,42.5603140,-67.4170000,10.3850000,2458739.7296140,1.2168350,1.0976300,1483.9127200,2.9436380,565.5415040,1243.7579350,10.1917000,72.7512000,4634.6000980,4.5100000,0.7787490,2019-11-06 20:55:18,2019-12-17 10:00:02
1411.01,116483514,,15h31m47.05s,232.9460470,+47d03m19.98s,47.0555510,154.7950000,-298.4810000,2458928.2412330,1.4520490,1.4855440,395.3591990,1.3662370,276.0173280,1039.5702350,9.1043000,32.4778000,4184.0000000,4.5737600,0.6896200,2019-11-06 20:55:18,2020-05-07 10:00:02
1412.01,116483734,FP,15h32m15.8s,233.0658330,+47d51m38.69s,47.8607460,122.4670000,-70.6630000,2458739.2900390,4.7319750,0.8278280,4236.3559570,6.8249990,53.9125020,691.1019290,11.0997000,81.0643000,4223.4501950,4.6174400,0.6608270,2019-11-06 20:55:18,2020-04-17 12:00:27
