toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
1000.01,50365310,,07h29m25.85s,112.3577080,-12d41m45.46s,-12.6959600,-5.9640000,-0.0760000,2458493.3839800,2.1715300,1.9370000,720.0000000,5.5648000,6563.7500000,2507.0000000,9.6040000,485.7350000,10249.0000000,4.1900000,2.1700000,2019-03-26 13:55:15,2020-05-20 16:00:02
1001.01,88863718,,08h10m19.31s,122.5804650,-05d30m49.87s,-5.5138520,-4.9560000,-15.5550000,2458492.8389300,1.9321700,3.4470000,980.0000000,5.8020400,5753.0000000,2426.0000000,9.4234400,295.8620000,7070.0000000,4.0300000,2.0100000,2019-03-26 13:55:20,2020-05-20 16:00:02
1002.01,124709665,,06h58m54.47s,104.7269660,-10d34m49.64s,-10.5804550,-1.4620000,-2.2490000,2458492.6015600,1.8672200,1.9260000,1630.0000000,51.1665000,38023.4000000,3890.0000000,9.2995010,943.1090000,8924.0000000,,5.7300000,2019-03-26 13:55:09,2020-05-20 16:00:02
1003.01,106997505,FP,07h22m14.39s,110.5599450,-25d12m25.26s,-25.2070170,-0.9390000,1.6400000,2458493.3957520,2.7432300,3.1670000,383.4100040,,1177.3599850,1631.0000000,9.3003000,7728.1700000,5388.5000000,4.1500000,,2019-03-26 13:55:21,2019-12-17 10:00:02
1004.01,238597883,,08h08m42.77s,122.1781950,-48d48m10.12s,-48.8028110,-4.4960000,9.3470000,2458493.5119600,3.5749100,2.5760000,500.0000000,4.7527600,2929.8700000,2049.0000000,9.1355000,356.4370000,9219.0000000,4.1400000,2.1500000,2019-03-26 13:55:18,2020-05-20 16:00:02
1005.01,169904935,FP,08h02m49.15s,120.7048110,-11d06m05.45s,-11.1015130,-15.7000000,-34.7000000,2458492.5552000,4.5507200,2.5990000,3620.0000000,6.5444900,254.0500000,1112.0000000,9.0850000,119.0970000,5613.0000000,,1.0900000,2019-03-26 13:55:26,2020-05-20 16:00:02
1006.01,156115721,,08h17m26.22s,124.3592390,-27d16m24.68s,-27.2735210,-29.1000000,-6.8000000,2458493.6773600,2.5044300,3.1850000,1250.0000000,6.0832400,6874.3800000,2536.0000000,9.2386000,,6616.0000000,,1.5300000,2019-03-26 13:55:18,2020-05-20 16:00:02
1007.01,65212867,,07h31m00.57s,112.7523930,-04d27m48.09s,-4.4633590,0.3570000,3.3990000,2458492.0410200,6.9982300,4.3140000,2820.0000000,15.5416000,1414.3300000,1708.0000000,8.8775900,283.2910000,6596.0000000,3.7100000,2.7000000,2019-03-26 13:55:21,2020-05-20 16:00:02
1008.01,440801822,FP,07h17m31.88s,109.3828390,+13d23m42.79s,13.3952190,-17.9000000,1.3000000,2458492.5213620,2.0493600,2.2340000,249.5000000,1.7160700,2107.0500490,1887.0000000,8.9362000,144.2970000,6858.5000000,4.2000000,0.9900000,2019-03-26 13:55:18,2020-03-04 12:58:47
1009.01,107782586,,07h26m40.28s,111.6678450,-24d27m43.6s,-24.4621110,-3.2970000,4.8490000,2458492.2528500,1.9602200,1.6110000,1420.0000000,,15070.9000000,3086.0000000,8.4331000,866.1470000,8868.7000000,,,2019-03-26 13:55:17,2020-05-20 16:00:02
101.01,231663901,KP,21h14m56.88s,318.7370120,-55d52m18.71s,-55.8718630,12.6410000,-16.0110000,2458326.0089110,1.4304010,1.6387650,20452.5312500,13.1450080,1193.3795170,1499.0440670,12.4069000,375.3100000,5600.0000000,4.4885100,0.8600000,2018-09-05 18:34:18,2020-03-04 13:49:16
1010.01,139853601,,07h29m10.56s,112.2939810,-21d49m58.48s,-21.8329120,-5.7460000,4.5020000,2458492.2580600,0.6808800,1.4580000,1580.0000000,,182419.0000000,5757.0000000,8.4508600,485.1220000,9438.0000000,,,2019-03-26 13:55:18,2020-05-20 16:00:02
1011.01,114018671,,07h35m56.34s,113.9847610,-32d50m31.2s,-32.8419990,145.1020000,-134.9010000,2458492.4443800,2.4699200,2.1510000,200.0000000,1.3396300,507.7410000,1322.0000000,8.2388000,52.6200000,5413.7000000,4.4600000,0.9400000,2019-03-26 13:55:13,2020-05-20 16:00:02
1012.01,427508467,,07h48m22.87s,117.0952850,+06d47m06.23s,6.7850640,-2.9900000,-0.0290000,2458492.1043400,0.8842500,1.6570000,1760.0000000,16.5334000,105841.0000000,5024.0000000,8.1271800,295.9590000,8928.0000000,3.9200000,2.7200000,2019-03-26 13:55:24,2020-05-20 16:00:02
1013.01,97700520,,07h09m08.66s,107.2860630,-31d56m00.68s,-31.9335230,-3.9730000,7.0610000,2458494.3679800,5.4298000,3.7790000,15610.0000000,,4847.5700000,2324.0000000,7.6095000,510.2950000,8868.7000000,,,2019-03-26 13:55:17,2020-05-20 16:00:02
1014.01,96246348,,06h54m14.78s,103.5616040,-34d13m22.16s,-34.2228210,-15.1000000,10.0000000,2458469.0299900,1.4094000,0.8820000,2840.0000000,,2041.4800000,1872.0000000,7.5380000,169.2050000,9307.0000000,,,2019-03-26 13:55:19,2020-05-20 16:00:02
1015.01,155044736,,08h11m35.03s,122.8959640,-27d58m18.83s,-27.9718960,1.5660000,-17.9740000,2458493.0806700,1.3725900,1.7940000,730.0000000,18.1328000,748.3910000,1457.0000000,10.7069000,906.4960000,4897.0000000,,6.8000000,2019-04-01 16:51:56,2020-05-20 16:00:02
1016.01,175310067,,07h44m26.59s,116.1107710,-36d05m53.83s,-36.0982850,-9.2310000,11.6140000,2458502.2638300,12.7090700,7.0460000,3940.0000000,19.5052000,3840.6000000,2193.0000000,10.6257000,368.6460000,7601.0000000,4.3100000,1.5400000,2019-04-01 16:52:03,2020-05-20 16:00:02
1017.01,182943944,FP,08h18m54.34s,124.7264110,-37d46m59.7s,-37.7832500,-11.2780000,9.5930000,2458518.9653320,1.1042200,2.3700000,14177.7001950,21.0448000,39459.3007810,3926.0000000,10.6019000,406.9970000,6995.2001950,4.0700000,1.6100000,2019-04-01 16:52:01,2019-12-17 10:00:02
1018.01,291555748,,07h26m51.84s,111.7160190,-50d15m59.64s,-50.2665670,-8.0180000,11.5600000,2458492.7807800,4.9591200,2.5090000,7440.0000000,22.9123000,673.5500000,1419.0000000,10.6254000,360.5410000,5889.0000000,3.8600000,2.0000000,2019-04-01 16:52:01,2020-05-20 16:00:02
1019.01,341420329,,08h00m35.52s,120.1479940,-54d52m42.79s,-54.8785520,-11.7320000,2.5860000,2458494.4361400,5.2341600,3.5440000,22240.0000000,23.8497000,1150.5400000,1622.0000000,10.6348000,399.5440000,7645.0000000,4.3000000,1.5600000,2019-04-01 16:51:56,2020-05-20 16:00:02
102.01,149603524,KP,05h48m33.56s,87.1398210,-63d59m17.98s,-63.9883290,-15.6410000,26.0460000,2458326.0786130,4.4119430,3.7764250,13979.9257810,15.3972430,586.1300050,1370.0000000,9.7109000,175.6310000,6280.0000000,4.3209200,1.2800000,2018-09-05 18:34:18,2019-12-17 10:00:02
1020.01,140706664,FP,08h33m31.67s,128.3819760,-43d49m42.32s,-43.8284210,-5.8140000,4.3280000,2458521.2911380,3.2889200,3.7930000,10518.9003910,,29832.5996090,3661.0000000,10.7173000,906.8270000,8734.2001950,4.1000000,,2019-04-01 16:52:03,2020-03-04 12:58:47
1021.01,143994283,FP,07h57m12.18s,119.3007500,-42d59m56.94s,-42.9991490,-3.2110000,-15.0820000,2458492.9042970,1.9087900,1.9090000,618.4819950,3.3468800,985.8070070,1561.0000000,10.5551000,235.9740000,6022.6000980,4.5200000,1.2200000,2019-04-01 16:51:58,2020-03-04 12:58:47
1022.01,47384844,,10h51m51.58s,162.9649100,-05d47m19.35s,-5.7887080,-15.7870000,-11.8490000,2458547.4479980,3.0957400,4.4750000,380.0000000,3.4262000,18087.9003910,3230.0000000,8.7292400,120.6660000,6084.0000000,4.1300000,1.4100000,2019-06-04 14:32:44,2019-12-19 12:00:22
1023.01,238374636,FP,08h03m21.05s,120.8376880,-51d20m44.25s,-51.3456260,-23.3660000,22.6520000,2458493.2054440,1.3238000,3.1620000,3450.0000000,20.8516010,13560.5000000,3006.0000000,9.6970000,316.3980000,5050.7998050,3.5600000,3.3700000,2019-06-11 14:45:02,2020-03-04 12:58:47
1024.01,141482386,,05h47m16.97s,86.8207140,-72d25m21.4s,-72.4226110,1.1280000,11.5630000,2458339.7227600,18.0163300,2.4790000,610.0000000,21.4334000,8.4065100,474.0000000,10.0814000,692.2660000,4709.0000000,,7.6100000,2019-06-11 14:45:00,2020-05-20 16:00:02
1025.01,297967252,,09h30m05.08s,142.5211590,-51d31m01.61s,-51.5171140,-19.1530000,11.0460000,2458545.1472800,9.6833700,2.3530000,3950.0000000,,921.2260000,1534.0000000,5.5324000,129.8380000,8598.7000000,,,2019-06-11 14:44:59,2020-05-20 16:00:02
1026.01,388624270,,08h21m44.31s,125.4346340,-51d45m33.99s,-51.7594420,47.2280000,-6.3250000,2458528.4176600,,7.8410000,8060.0000000,9.3414400,,,9.9138000,105.6770000,5690.0000000,4.5800000,0.8500000,2019-06-11 14:45:00,2020-05-20 16:00:02
1027.01,20318757,,11h08m31.99s,167.1332750,-29d39m11.29s,-29.6531350,-87.5540000,12.9920000,2458547.1635700,3.2862700,1.8150000,1480.0000000,3.0152500,207.4020000,1057.0000000,10.2103000,56.3449000,4272.0000000,4.6000000,0.6800000,2019-06-11 14:45:01,2020-05-20 16:00:02
1028.01,447283466,FP,10h28m23.6s,157.0983370,-51d42m19.47s,-51.7054090,30.6500000,-33.9060000,2458544.4806600,1.0160600,2.8430000,240.0000000,1.2070400,2784.0400000,2023.0000000,7.9059000,23.7748000,4634.0000000,4.6400000,0.6800000,2019-06-11 14:45:03,2020-05-20 16:00:02
1029.01,374908020,FP,05h54m57.38s,88.7390900,-65d57m31.82s,-65.9588390,,,2458365.8931880,36.2221410,5.1070000,7170.0000000,,,,6.8410000,,,,,2019-06-11 14:45:03,2020-03-04 12:58:47
103.01,336732616,KP,20h49m49.8s,312.4574880,-24d25m43.3s,-24.4286940,10.4260000,15.6200000,2458327.2525630,3.5478540,3.4943330,10424.3720700,14.5818410,1212.0043950,1504.8590090,11.5232000,411.2110000,6351.0000000,4.2289600,1.4000000,2018-09-05 18:34:18,2019-12-17 10:00:02
1030.01,464296022,FP,10h23m19.55s,155.8314780,-57d35m24.89s,-57.5902480,-26.1840000,22.4890000,2458551.3275150,12.1236900,4.8490000,6142.7700200,9.2566400,223.1950070,1076.0000000,9.5706000,78.4127300,4807.6000980,4.1700000,1.0700000,2019-06-25 15:58:39,2020-03-04 12:58:47
1031.01,304021498,,09h23m32.13s,140.8838900,-67d01m33.62s,-67.0260060,-23.9010000,3.0300000,2458547.3822400,5.6529300,2.9280000,1180.0000000,6.7163600,351.9180000,1206.0000000,9.7318000,270.7710000,6415.4000000,3.9800000,1.9200000,2019-06-25 15:58:39,2020-05-20 16:00:02
1032.01,146589986,,10h36m53.16s,159.2215060,-42d32m29.9s,-42.5416390,-15.1500000,6.4370000,2458547.4546300,5.6631400,3.7480000,3650.0000000,14.3662000,3475.1800000,2139.0000000,9.7611000,587.1960000,10395.0000000,4.1300000,2.3400000,2019-06-11 14:45:01,2020-05-20 16:00:02
1033.01,149601557,,05h49m07.82s,87.2825860,-60d29m54.4s,-60.4984440,8.9000000,20.7000000,2458338.0718700,29.0162800,6.0150000,1370.0000000,8.7812000,155.6130000,,10.0163000,219.9400000,6113.1000000,,2.0100000,2019-06-11 14:45:00,2020-05-20 16:00:02
1034.01,400595342,,08h57m46.02s,134.4417520,-49d00m02.08s,-49.0005780,-4.8370000,4.1090000,2458518.8106600,3.6422200,2.7570000,510.0000000,3.6510300,4432.0600000,2273.0000000,9.8174000,363.4400000,9810.0000000,4.4300000,1.6100000,2019-06-11 14:44:59,2020-05-20 16:00:02
1035.01,361413119,,09h36m36.07s,144.1502730,-61d34m59.46s,-61.5831820,-9.5060000,16.8970000,2458545.7850200,6.0748400,2.3240000,5410.0000000,21.7247000,351.1810000,1206.0000000,10.1126000,347.5560000,5964.0000000,3.7000000,2.4300000,2019-06-11 14:45:04,2020-05-20 16:00:02
1036.01,146172354,,10h31m28.11s,157.8671120,-42d14m25.61s,-42.2404480,10.9920000,-57.7480000,2458548.0340300,3.7803100,3.1880000,2850.0000000,6.5093900,682.0710000,1423.0000000,10.2855000,184.0150000,5771.0000000,4.3100000,1.1800000,2019-06-11 14:45:04,2020-05-20 16:00:02
1037.01,363260203,,09h49m32.44s,147.3851720,-63d18m23.32s,-63.3064780,-19.6870000,10.9530000,2458544.6667900,1.2026200,1.9150000,370.0000000,3.2890000,14407.9000000,3052.0000000,9.0211000,279.6980000,9158.0000000,4.3200000,1.7400000,2019-06-11 14:44:59,2020-05-20 16:00:02
1038.01,90544017,FP,08h33m49.11s,128.4546380,-49d56m25.25s,-49.9403470,-15.5000000,7.0000000,2458519.0454100,3.2237400,2.2480000,570.0000000,,4568.0097660,2290.0000000,8.7157000,280.7650000,8904.0000000,4.0900000,,2019-06-11 14:45:03,2020-03-04 12:58:47
1039.01,461867584,,09h58m45.25s,149.6885450,-58d45m37.63s,-58.7604530,-6.4340000,4.0980000,2458546.0530700,4.4204500,4.3800000,5980.0000000,,,,8.5483000,2864.3400000,,,,2019-06-25 15:58:41,2020-05-20 16:00:02
104.01,231670397,KP,21h19m47.93s,319.9496970,-58d08m56.16s,-58.1489330,10.5520000,-10.6580000,2458327.6734620,4.0874450,5.5901400,3586.1970210,12.6521020,1672.2175290,1630.9586180,9.8638000,316.6780000,6036.0000000,3.9335900,2.0700000,2018-09-05 18:34:18,2019-12-17 10:00:02
1040.01,310483807,FP,08h34m27.41s,128.6142100,-61d29m17.74s,-61.4882620,-11.7800000,6.7250000,2458520.6567400,2.5555500,1.5660000,340.0000000,11.5901000,3520.6800000,2145.0000000,8.3854000,732.4320000,10037.0000000,,6.0400000,2019-06-11 14:45:05,2020-05-20 16:00:02
1041.01,385624852,,09h13m36.54s,138.4022520,-55d11m52.48s,-55.1979100,-14.1890000,14.2610000,2458547.3479800,8.3079200,3.2280000,8350.0000000,43.1068000,2276.2500000,1924.0000000,8.0981000,305.0340000,9081.0000000,3.8300000,3.0500000,2019-06-11 14:45:01,2020-05-20 16:00:02
1042.01,360286627,,09h27m54.05s,141.9752150,-61d19m48.14s,-61.3300400,-11.5950000,3.1390000,2458544.4546300,0.7581000,1.0650000,780.0000000,9.8822500,14573.0000000,3060.0000000,9.7180000,792.6330000,9917.0000000,3.7500000,3.5100000,2019-06-25 15:58:42,2020-05-20 16:00:02
1043.01,90448944,,08h33m12.56s,128.3023190,-52d42m51.13s,-52.7142020,-9.4960000,14.6590000,2458518.2692400,1.4409500,2.1070000,490.0000000,3.4750900,6265.3600000,2478.0000000,9.5719000,208.0550000,6902.0000000,4.2500000,1.5200000,2019-06-11 14:45:05,2020-05-20 16:00:02
1044.01,463402815,,10h15m14.65s,153.8110270,-58d45m59.02s,-58.7663940,-15.6620000,5.9080000,2458544.5978500,1.0086000,1.5970000,2610.0000000,,8072.1300000,2640.0000000,9.8100000,502.5486000,5215.2000000,,,2019-06-25 15:58:41,2020-05-20 16:00:02
1045.01,54044474,FP,10h39m33.05s,159.8877040,-32d30m42.77s,-32.5118800,-34.6090000,14.6670000,2458545.9224850,3.7042600,4.0800000,7440.0000000,16.7631000,1813.7500000,1818.0000000,9.6306000,300.6960000,7013.7998050,4.2100000,1.8400000,2019-06-11 14:44:59,2020-03-04 12:58:47
1046.01,309787037,,08h25m40.67s,126.4194680,-60d54m27.05s,-60.9075140,-1.5360000,-9.9790000,2458518.8518700,1.3042700,1.6070000,950.0000000,4.8941400,2608.1400000,1990.0000000,10.0119000,301.2980000,6762.0000000,4.1100000,1.7500000,2019-06-25 15:58:41,2020-05-20 16:00:02
1047.01,370745311,,09h38m19.57s,144.5815350,-67d30m18.35s,-67.5050970,-35.4120000,24.0840000,2458544.7906100,0.6262700,0.6660000,1880.0000000,5.7216200,3235.5700000,2101.0000000,10.2355000,134.9260000,5622.0000000,4.5000000,0.9300000,2019-06-25 15:58:39,2020-05-20 16:00:02
1048.01,384549882,,09h06m06.65s,136.5277020,-54d54m14.12s,-54.9039220,-10.8630000,7.0630000,2458518.3760000,0.3041200,0.7480000,1330.0000000,10.4170000,280833.0000000,6413.0000000,8.8020000,440.4260000,11892.0000000,4.1400000,2.5200000,2019-06-11 14:45:05,2020-05-20 16:00:02
1049.01,16288184,KP,16h55m04.52s,253.7688480,-28d42m38.1s,-28.7105840,-8.5680000,-5.5620000,2458626.8007810,2.1807640,2.9419690,18115.7832030,21.0299110,2947.0715330,1879.1759030,11.0657000,314.9950000,6599.0000000,4.2101700,1.5262900,2019-07-15 19:20:04,2019-12-17 10:00:02
105.01,144065872,KP,22h29m49.88s,337.4578240,-48d00m11.16s,-48.0030990,91.9760000,-6.8610000,2458326.5059810,2.1846590,2.8694260,11836.6914060,12.5145860,985.8837280,1429.1446530,9.4995000,137.5440000,5630.0000000,4.3775900,1.1300000,2018-09-05 18:34:19,2019-12-17 10:00:02
1050.01,66818296,KP,15h59m50.94s,239.9622480,-28d03m42.46s,-28.0617940,-8.1000000,-9.6390000,2458627.1262210,3.7352850,4.2958740,17207.5664060,21.2737730,1622.4309080,1618.6811520,11.0261000,405.9080000,6650.0000000,4.1639000,1.5700000,2019-07-15 19:20:05,2019-12-17 10:00:02
1051.01,259863352,,02h41m27.83s,40.3659390,-71d27m45.9s,-71.4627490,168.1700000,-56.0400000,2458657.7365720,21.7016700,8.2676420,211.6567380,2.3751490,,,7.1278000,53.1914900,5625.0000000,4.4380000,1.5648600,2019-08-16 20:20:45,2019-12-17 10:00:02
1052.01,317060587,,22h30m02.47s,337.5102740,-75d38m47.62s,-75.6465610,-63.3270000,-1.9420000,2458332.9412840,9.1398040,3.0912940,358.4157710,3.0629850,243.0117650,1006.5346680,9.0197000,129.8040000,5958.2001950,4.3400000,1.5800000,2019-08-16 20:20:47,2019-12-17 10:00:02
1053.01,112395568,,19h23m54.51s,290.9771170,-33d21m05.1s,-33.3514160,-18.6920000,-8.1920000,2458657.9991460,5.7426250,2.8602930,1105.7608640,13.0885320,,,8.8849000,263.7290000,5664.0000000,3.2657400,3.8695900,2019-08-16 20:20:42,2019-12-17 10:00:02
1054.01,366989877,,20h08m27.4s,302.1141740,-54d19m03s,-54.3175010,1.5940000,-15.9030000,2458664.9730220,15.5052900,5.0927860,623.0922850,3.1815260,,,8.4362000,88.4343000,6122.0000000,4.3088100,1.2481100,2019-08-16 20:20:48,2019-12-17 10:00:02
1055.01,320004517,,19h33m08.79s,293.2866150,-54d31m57.82s,-54.5327280,108.4390000,-82.6320000,2458661.0628660,17.4711400,4.3197980,1258.5532230,3.8645670,,,8.0888000,57.2651000,5783.5400390,4.4992500,1.0782400,2019-08-16 20:20:47,2020-03-06 12:00:34
1056.01,421894914,,22h37m02.09s,339.2587030,-76d55m03.38s,-76.9176050,9.7160000,-20.1680000,2458326.0708010,5.3075890,2.5618280,387.4415280,2.9036890,480.1039120,1193.8896480,9.6663000,168.3540000,6124.2998050,4.3800000,1.3758000,2019-08-16 20:20:50,2019-12-17 10:00:02
1057.01,323132914,,08h31m59.26s,127.9969170,-78d24m27.23s,-78.4075640,117.7210000,-24.5650000,2458607.3469240,51.1648220,6.2549580,968.3134160,3.0311040,,,9.4091000,98.2855000,5599.0000000,4.4613800,0.9689520,2019-08-16 20:20:47,2019-12-21 12:00:16
1058.01,31553893,,19h15m38.83s,288.9117720,-31d47m26.93s,-31.7908130,3.2260000,-16.3230000,2458663.0234380,11.1126860,4.9565290,793.9677730,3.2546840,,,9.3781000,338.8310000,5785.0000000,4.3440000,1.1356500,2019-08-16 20:20:41,2019-12-17 10:00:02
1059.01,380783252,,17h58m51.48s,269.7145030,-60d55m21.82s,-60.9227270,4.2970000,-207.4090000,2458660.5410160,9.4495440,2.1717690,24877.5546880,23.2337070,,,9.7825000,98.8783000,5509.0000000,4.3975800,1.0306900,2019-08-16 20:20:49,2019-12-17 10:00:02
106.01,38846515,KP,04h35m50.36s,68.9598160,-64d01m37.34s,-64.0270390,10.8450000,-0.4990000,2458326.7451170,2.8493800,3.7761110,7452.4326170,9.0613800,1311.3853760,1534.8018800,10.3157000,364.4110000,6900.0000000,4.4380000,1.0000000,2018-09-05 18:34:18,2019-12-17 10:00:02
1060.01,101230735,,19h57m09.84s,299.2909950,-48d56m04.11s,-48.9344760,2.2240000,-14.6040000,2458653.9659420,2.0687310,0.9200590,545.9865720,3.0886600,,,9.6652000,128.4910000,5687.8999020,4.6000000,1.3001000,2019-08-16 20:20:42,2019-12-17 10:00:02
1061.01,253990973,FP,18h58m45.34s,284.6889080,-41d14m32.94s,-41.2424830,24.9780000,-71.7900000,2458654.2532960,0.5409330,1.6743370,257.3474730,2.2850100,,,9.7345000,133.1710000,5525.0000000,4.2534200,1.2193500,2019-08-16 20:20:44,2020-03-04 12:58:47
1062.01,299799658,,02h32m29.03s,38.1209680,-78d01m25.26s,-78.0236830,107.8470000,30.7320000,2458325.4263920,4.1149820,1.2834810,487.9029850,2.3169400,,,9.4780000,82.1733000,5394.0000000,4.5094200,0.8918680,2019-08-16 20:20:47,2020-05-12 12:00:24
1063.01,406976746,,15h22m13.32s,230.5554930,-83d03m22.37s,-83.0562140,-89.1250000,-9.6000000,2458629.3948970,10.0652950,2.0249740,788.7137450,2.2778370,67.0544430,729.8382570,9.0689000,61.1201000,5552.0000000,4.6178300,0.8043780,2019-08-16 20:20:49,2020-02-14 12:00:17
1064.01,79748331,,19h44m00.94s,296.0039350,-47d33m43.31s,-47.5620300,-3.4570000,-100.8910000,2458656.6696780,6.4418210,1.9312940,1201.2551270,2.7425120,,,10.0059000,68.0726000,4803.0000000,4.5207900,0.8014680,2019-08-16 20:20:42,2020-03-06 12:00:34
1064.02,79748331,,19h44m00.94s,296.0039350,-47d33m43.31s,-47.5620300,-3.4570000,-100.8910000,2458664.4909670,12.2263230,2.2226480,1288.8393550,2.8739190,,,10.0059000,68.0726000,4803.0000000,4.5207900,0.8014680,2019-08-16 20:20:42,2020-03-06 12:00:34
1065.01,7088246,KP,19h05m28.02s,286.3667500,-50d04m02.46s,-50.0673500,7.3150000,-0.8620000,2458654.3480220,2.1603440,1.8288540,19357.9921880,22.5035420,,,13.2851000,639.0040000,5780.0000000,4.3292800,1.2000000,2019-08-16 20:20:41,2019-12-17 10:00:02
1066.01,201604954,KP,19h00m23.16s,285.0965170,-54d53m36.03s,-54.8933410,3.9900000,-37.1900000,2458657.8325200,4.6061840,3.1216430,13793.0351560,12.9622190,,,11.9707000,353.8910000,5670.0000000,4.3925000,1.0700000,2019-08-16 20:20:44,2019-12-17 10:00:02
1067.01,201642601,KP,19h14m41.28s,288.6720050,-59d34m45.66s,-59.5793500,3.1250000,6.1460000,2458656.9896240,3.1314730,2.3460910,15880.4638670,12.3522270,,,13.1686000,263.6090000,4351.0000000,4.4380000,1.0000000,2019-08-16 20:20:44,2020-03-04 13:49:16
1068.01,6663331,KP,18h57m35.94s,284.3997620,-49d08m18.65s,-49.1385130,11.0960000,-5.7640000,2458656.6331790,3.1803620,2.1115210,21192.4628910,13.4464870,,,13.2887000,535.3830000,5498.0000000,4.4793400,0.9200000,2019-08-16 20:20:41,2019-12-17 10:00:02
1069.01,31858843,KP,19h17m55.01s,289.4792120,-32d51m36.45s,-32.8601240,-16.7780000,-31.8030000,2458655.5789790,2.9776920,3.0800300,17769.6523440,16.7590750,,,10.4293000,197.9960000,5703.0000000,4.2582400,1.2403300,2019-08-16 20:20:41,2019-12-17 10:00:02
107.01,92352620,KP,20h55m07.98s,313.7832390,-34d08m08.7s,-34.1357510,26.3760000,-44.9470000,2458328.2993160,3.9500540,4.5575060,12999.8974610,18.7755740,1098.2095950,1468.2197270,9.6433000,211.2110000,6153.0000000,4.1807700,1.6200000,2018-09-05 18:34:18,2019-12-17 10:00:02
1070.01,31858844,FP,19h17m54.85s,289.4785410,-32d51m40.78s,-32.8613270,,,2458655.5792240,2.9776150,3.2569700,43218.1132810,26.8842300,,,15.7114000,,5740.0000000,4.2921900,1.2800000,2019-08-16 20:20:41,2019-12-17 10:00:02
1071.01,120247528,KP,18h40m44.2s,280.1841690,-58d27m33.8s,-58.4593880,-27.0940000,-30.8970000,2458655.3958740,3.5538140,2.0565780,9979.2666020,12.5397440,,,11.5803000,290.1980000,5639.0000000,4.3717200,1.0797300,2019-08-16 20:20:42,2020-03-04 13:49:16
1072.01,140830390,,05h02m30.55s,75.6273070,-72d54m50.39s,-72.9139980,1.6790000,32.7970000,2458659.6843610,12.8367190,9.7081260,10273.2413720,11.5383370,289.1840000,1148.0000000,11.7106000,703.8780000,5765.0000000,4.3477300,1.1278100,2019-08-16 20:20:43,2020-05-20 16:00:02
1073.01,158297421,CP,19h09m56.26s,287.4844020,-49d39m53.79s,-49.6649420,3.8270000,4.8780000,2458655.9586180,3.9231800,1.8313800,36737.4062500,20.7684150,,,13.6699000,300.6700000,4444.0000000,4.4380000,1.0000000,2019-08-16 20:20:43,2019-12-17 10:00:02
1074.01,327301957,,20h43m02.64s,310.7610040,-72d00m36.96s,-72.0102670,20.0310000,42.1750000,2458662.6522220,13.9259970,4.4754090,1550.6888430,3.4703180,,,10.6339000,107.3560000,5206.0000000,4.6309500,0.7539180,2019-08-16 20:20:47,2019-12-17 10:00:02
1075.01,351601843,,20h39m53.09s,309.9712090,-65d26m58.92s,-65.4496990,-99.7370000,-59.9500000,2458654.2513430,0.6047630,1.0636090,968.4605710,2.0367470,,,11.1186000,61.4592000,4046.0000000,4.6096300,0.6531890,2019-08-16 20:20:48,2019-12-17 10:00:02
1076.01,360742636,KP,19h38m32.09s,294.6336940,-55d19m48.97s,-55.3302690,5.3820000,-38.1120000,2458654.1633300,2.5495530,2.5984490,15944.3730470,13.0249760,,,11.2474000,248.4600000,5659.0000000,4.4465300,1.0200000,2019-08-16 20:20:48,2019-12-17 10:00:02
1077.01,369960846,,11h35m14.59s,173.8107980,-88d05m46.37s,-88.0962130,-22.7880000,9.9770000,2458654.1068120,1.6062950,1.9748140,18133.3945310,12.2742190,,,13.4610000,463.6830000,5192.0000000,4.4617000,0.9141090,2019-08-16 20:20:48,2019-12-17 10:00:02
1078.01,370133522,,20h27m42.88s,306.9286460,-56d27m44.23s,-56.4622870,424.4140000,-1230.6200000,2458654.1055910,0.5182240,0.7184410,847.7146610,1.1348600,,,10.1165000,20.3730000,3325.0000000,4.8869300,0.3830000,2019-08-16 20:20:48,2020-03-06 12:00:34
1079.01,379240073,,18h52m28.68s,283.1194920,-55d23m16.54s,-55.3879280,-1.4790000,-2.6770000,2458656.3828120,3.1641470,1.5988640,7491.8510740,13.2761690,,,13.1284000,1179.2700000,6519.0000000,4.2206800,1.4875900,2019-08-16 20:20:49,2019-12-17 10:00:02
108.01,289793076,KP,21h07m50.76s,316.9614800,-26d05m48.19s,-26.0967200,3.4790000,-10.3130000,2458328.0848390,3.0438390,2.6609930,24143.2226560,13.9995020,400.9552920,1141.2840580,13.1630000,421.8550000,5523.0000000,4.5219200,0.8900000,2018-09-05 18:34:19,2019-12-17 10:00:02
1080.01,161032923,,18h25m28.4s,276.3683250,-52d12m52.46s,-52.2145730,-270.2930000,-69.5520000,2458654.0600590,3.9653470,0.9874540,4770.2612300,2.0344340,,,12.7067000,25.5590000,3296.0000000,4.9663600,0.2840000,2019-08-16 20:20:43,2019-12-17 10:00:02
1081.01,253728991,,18h48m33.7s,282.1404090,-40d06m42.37s,-40.1117700,-5.2140000,-5.9180000,2458654.0261230,2.9827800,3.1095280,6136.2314450,11.4670110,,,11.5247000,354.0500000,6027.0000000,4.2997800,1.2397500,2019-08-16 20:20:44,2019-12-17 10:00:02
